start,speaker,,text
4379.264,2,,Верно.
4388.611,2,,Ага.
4391.593,2,,"Так что кто -то мог сказать, ну, это смешно, потому что для того, чтобы застрелить кого -то на Луну, ускорения от пороха было бы недостаточно, чтобы убить кого -либо."
4406.736,2,,"Много раз, так что это не может быть сделано таким образом."
4410.464,3,,Но это не его точка зрения.
4416.058,3,,"Его точка зрения в том, что физика"
4417.559,3,,"Сейчас мы находимся в том месте, когда мы можем сказать, что физика, если мы не обнаружим новую физику, которая остановит нас, физика не говорит, что мы не можем этого сделать."
4419.441,3,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
4420.462,3,,"Поэтому, если это остается так, это вопрос знания, чтобы обойти это."
4427.026,3,,"Теперь, аналогично Типлеру и переживают темную энергию и тому подобное,"
4435.57,2,,"Я могу придумать способы обойти темную энергию, которая не совпадает с тем, что Типлер."
4442.766,2,,"Вы знаете, я не совсем уверен, почему он хочет"
4448.376,3,,"Прикрепите его надежды на этот вопрос, что будущая наука и технология могут решить проблему."
4462.594,3,,"Я думаю, что в начале бесконечности предложил, чтобы один из способов сделать это было бы использовать силу расширения темной энергии"
4465.599,2,,для питания вещей.
4466.22,2,,"Я собирался спросить вас об этом, на самом деле."
4471.95,3,,Так что да.
4479.315,3,,Ага.
4479.736,1,,"Я понимаю, что Типлер"
4480.516,1,,Ага.
4480.796,1,,"Думает, что в этом плане есть недостаток, но это то же самое, что и недостаток в плане Кеплера по использованию пороха."
4483.838,2,,"Я не говорю, что у меня есть план"
4487.168,2,,"Там, где использование темной энергии для генерации свободной энергии было бы достаточно, чтобы решить все проблемы вычислений, происходящих навсегда."
4492.987,3,,"Я совершенно уверен, что этого будет недостаточно."
4501.86,2,,"Меня интересует, что мы не знаем ничего, что остановит нас."
4506.636,2,,"Если я. Да, давай."
4509.02,2,,Могу я просто очень быстро вставить одну вещь?
4521.361,2,,Ага.
4530.43,2,,"Так что, если один из этих оптимистичных сценариев, таких как Tipler, является мега -точкой."
4534.694,2,,"О далеком будущем вселенной не исчезает или не может выходить из -за того, что опровергает принцип оптимизма."
4538.697,2,,"Я имею в виду, что проблема не растворим, если не такая вещь."
4540.419,2,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
4541.772,2,,"Если существующая физика сказала, что такого не может случиться."
4546.535,2,,"Тогда это опровергло бы принцип оптимизма, хотя вы не потеряете слишком много сна, так как это, вы знаете, десять до силой сотне длиннее, чем я собираюсь жить в любом случае."
4549.817,2,,"Значит, смерть не так ли, что тепло смерть - это облом?"
4557.563,2,,Или это не так?
4568.257,2,,"Я имею в виду, о чем стоит беспокоиться?"
4572.824,2,,"Это была старая идея того, что существующая физика говорит, что будет тепловая смерть."
4576.734,2,,Хорошо.
4581.986,2,,"О, это старая идея."
4591.767,2,,Хорошо.
4602.542,1,,"Ну, это все еще принимается многими, верно?"
4605.606,1,,"Но да, это определенно более старая идея."
4616.761,3,,"Я думаю, что это было из -за того, что я думаю, вы, возможно, выпили это, но это было пару лет назад, по крайней мере, я думаю."
4619.366,3,,"Да, я имею в виду, что это не должно быть правдой."
4630.859,2,,"Люди думают, что закон увеличения энтропии - это предложение об суде, но энтропия гораздо больше наш друг, чем наш враг."
4632.281,1,,Ага.
4634.728,1,,"Это то, что человеческое знание может противостоять тогда."
4636.951,1,,Оптимистичный способ противостоять им.
4638.674,1,,"Так, например, если эта идея использования темной энергии для генерации свободной энергии."
4640.236,1,,"должны были работать, тогда это будет просто накачать негативную энергию в мир."
4642.679,1,,"Так что тот факт, что, извините, негативная энтропия в мире."
4647.666,1,,"Таким образом, тот факт, что энтропия растет, иначе не беспокоит нас."
4661.223,1,,Это увеличивается до бесконечности.
4663.909,1,,Верно.
4666.662,1,,"Мы хотим, чтобы мы могли снизить нашу энтропию."
4671.25,1,,"Неважно, что происходит со вселенной."
4677.742,1,,"Так что еще один способ этого может произойти, это то, что мы могли бы заставить черные дыры погрузились в них и выйти во другую вселенную."
4683.482,2,,"Так что это, вы знаете, если бы я изобрел вещи так, как это делает Типлер, кстати, он не согласился с тем, что он изобретает вещи."
4685.044,2,,"Он думает, что это законы физики, поскольку он предусматривает их."
4691.552,2,,"Но мы не знаем, что происходит в черных дырах."
4693.414,2,,"Мы не знаем, что происходит на субмикроскопическом уровне."
4700.962,2,,"Люди иногда говорят, что длина доски является окончательным барьером для нас, контролирующего вселенную, но это совсем не так."
4704.389,2,,"Длина доски, десять до минус тридцать пять метров или что-то в этом роде, это просто место, где наши знания останавливаются."
4706.313,2,,"Мы не знаем, что происходит ниже этой шкалы."
4710.68,2,,"Кстати, у нас был Джулиан Барбер на этом шоу, и он фактически выступил против энтропии и в пользу своей теории эквопии, которая, по моему мнению, было интересным, потому что он тоже вообще не купил в тепловой смерти."
4724.716,2,,Верно.
4731.451,2,,"Поэтому, пока мы сможем найти способ превратить вселенную в квантовый компьютер и имитировать всех, кто когда -либо жил или когда -либо мог жить, тогда мы будем золотистыми."
4741.409,2,,Это еще один способ.
4742.891,2,,Хорошо.
4749.282,2,,Так могу ли я спросить вас о темной энергии?
4757.566,2,,Я называю это моделью темной энергии.
4770.525,2,,"Может быть, это плохо, чтобы назвать это."
4775.303,2,,Но вот цитата из игры Infinity.
4786.836,2,,"В зависимости от того, какая темная энергия оказывается, вполне возможно, что можно использовать"
4794.82,2,,"Далекое будущее, чтобы обеспечить энергию для создания знаний, чтобы продолжить навсегда, так что теперь вы уже упомянули об этом, но я хотел, чтобы это как бы выявило это теория мега-точек-это единственный хорошо развитый"
4797.221,2,,"фальсифицируемая теория, потому что она такая конкретная, верно?"
4799.708,2,,Трудно различаться.
4811.666,2,,"То, что я называю моделью темной энергии, кажется, что это больше похоже на надежду будущей теории."
4815.452,2,,"И теперь вы как бы объяснили, что это почти больше похоже на то, что вы просто говорите, посмотрите, я не знаю, что"
4821.777,2,,"Фактический ответ в том, что я просто знаю, что нам не хватает ничего, что мы знаем в это время."
4828.343,1,,Это правильно?
4842.455,1,,"Таким образом, наши знания о космологии снизились с девятнадцати девяносто семи."
4852.466,1,,"Вы знаете, сейчас есть."
4857.418,1,,Он выдающийся космолог.
4858.199,1,,Ага.
4858.66,1,,Ага.
4859.242,1,,"Теперь мы обнаружили гораздо больше вещей, которые влияют на космологию, чем мы знали, существовали раньше."
4859.883,1,,"такие как темная энергия, особенно, но и темная материя."
4863.444,1,,"Мы не знаем, что это такое."
4871.614,1,,"Мы не знаем законов физики, которые управляют ими."
4878.021,1,,"Может быть, это те самые вещи, которые позволили бы вычислениям продолжаться вечно."
4888.196,1,,Создание
4892.96,1,,"Теория о чем -то, что зависит от вещей, которые мы не знаем, всегда будет ограничена."
4902.727,2,,Если вы сделаете это
4913.458,1,,"Только из вещей, которые мы знаем, по своей сути ограничено по -разному."
4923.132,1,,"Но то, что мы можем"
4932.504,1,,"Можем ли мы воспринимать в качестве фиксированной точки в нашей теоретизировании, если у нас есть трудная теория о том, что что-то такое, как и скорость света, вы можете сказать, что мы не сможем превышать скорость света."
4936.571,1,,"Может быть, мы будем, но это потребует новой физики."
4942.401,1,,"С теорией старой омега -точек Типлера также требовалось, чтобы, как только мы дойдем до квантовой плотности гравитации,"
4957.447,1,,Там будет способ манипулировать материей на этих плотностях для создания компьютеров.
4969.562,1,,Нет теории этого.
4973.624,1,,Типлер только что принял это.
4974.664,2,,"Я думаю, что это очень естественное предположение сделать, но это не то, что у нас есть теория этого, и это то же самое со всеми этими вещами, со всеми этими теориями далекого будущего."
4977.826,2,,"Кстати, если мы сможем использовать"
4980.587,2,,"Процессы в плотности Планка, тогда нам, возможно, не придется манипулировать всей вселенной."
4982.188,2,,Мы можем просто пойти на все более плотное дело.
4983.21,2,,"Через бесконечность, мы можем спуститься до произвольной плотности, которые, как мы знаем, могут существовать, потому что они существовали в Большом взрыве."
4992.327,2,,"Просто чтобы уточнить одну вещь, которую вы только что сказали, возвращаясь к тепловой смерти на секунду, давайте на мгновение притворимся, что смерть тепла на самом деле была правильной космологией."
4995.854,2,,"Я правильно понял, что это нарушит принцип оптимизма в этот момент?"
5003.856,2,,Да.
5011.523,2,,Хорошо.
5014.467,2,,Хорошо.
5026.162,2,,Просто убедиться.
5038.588,1,,"Я думал, что это то, что вы сказали, но я пытался убедиться, что я не пропустил это."
5050.36,1,,Ага.
5051.862,1,,Ага.
5054.308,1,,"Теперь Фримен Дайсон придумал космологию, которая, по крайней мере, кажется немного похожей на модель Dark Energy, которую вы подняли."
5060.111,1,,"И опять же, это совершенно вне моей области знаний, поэтому я мало что знаю об этом, но идея была"
5064.134,1,,"что вы продолжите подпускать вселенную остыть, а затем сохраните энергию, а затем, пока вселенная продолжает охлаждать, вы всегда можете просто потратить, вы знаете,"
5067.136,1,,"Потратьте половину энергии, подождите долгое время, пока она остынет, затем вы сможете потратить еще половину энергии."
5070.58,2,,"И теоретически, предположительно под этой моделью, вы можете иметь бесконечные вычисления, потому что вы можете сохранить жизнь навсегда."
5082.162,1,,"Я не знаю, насколько это похоже на модель Dark Energy, которую вы предлагали в начале бесконечности, но, по крайней мере, она разделяет идею, что вычисление замедляется."
5092.014,1,,"Итак, снова, я думаю, что Типлер нашел, и я забыл, что это сейчас, но я думаю, что Типлер нашел очень большой недостаток в этой теории."
5092.955,1,,"О, я собирался на самом деле, я не знаю, не из Типлера, но основной недостаток, который я слышал, был, так как как"
5093.455,1,,"Таким образом, есть квантовые события, есть невероятные квантовые события, которые происходят."
5095.754,1,,"И даже в ткани реальности вы говорите о том, как"
5102.525,3,,"Другие вселенные включают крошечное количество вселенных, в которых бабочка спонтанно превратилась в случайную перестройку своих атомов, или солнце взорвалось, потому что все его атомы отступают к ядерной реакции в его ядре или что -то в этом роде, верно?"
5109.602,3,,"Когда вы начинаете замедляться в Dyson и, возможно, в модели Dark Energy, в конечном итоге эти спонтанные странные квантовые события будут доминировать во всем."
5113.929,3,,"И это сделало бы так, чтобы не было субстрата, в котором вы могли бы построить компьютер."
5114.79,3,,"Это то, о чем ты думал?"
5117.274,3,,"Это тот, который я записал, но я не знаю, было ли это то, о чем вы думали."
5119.025,3,,"Так что я не думаю, что это было возражение Типлера."
5125.498,3,,"Я не могу вспомнить, что это было."
5129.442,3,,Но это было не так.
5135.868,3,,"Теперь с квантовыми вещами мы знаем, что это ложь в принципе, потому что знаем, что квант ... ну,"
5144.074,3,,"Мы думаем, что знаем, что коррекция квантовой ошибки возможна."
5147.157,3,,"Таким образом, даже если есть квантовые процессы, которые вызывают шум,"
5148.139,3,,"Мы думаем, что всегда возможно уменьшить это с использованием коррекции квантовой ошибки."
5156.517,3,,что отличается от классической коррекции ошибок.
5165.169,3,,"В любом случае, то, что было просто объявлено только сейчас, утверждалось, что прошло порог для коррекции ошибок, чтобы вычисление могло произойти"
5169.69,3,,"Не только может иметь место, несмотря на создание ошибок, но это можно сделать масштабирующим, поэтому нет ограничений на то, насколько велик ваш квантовый компьютер, который вы можете построить."
5178.9,3,,"И это та вещь, которая также должна была быть сделана, если бы мы пытались превратить всю вселенную в квантовый компьютер или погрузиться в черную дыру и сделать это квантовым компьютером или чем -то еще."
5182.984,3,,Хорошо.
5194.665,3,,Хорошо.
5200.807,3,,"Мне придется посмотреть это, потому что я не слышал об этом, что касается коррекции квантовой ошибки."
5209.301,2,,"Разве это не в конечном итоге, хотя и не вызвало проблему только с самим субстратом?"
5221.922,2,,"Вы должны подумать о том, как вычисляют вычисления замедляются?"
5223.976,2,,"Разве у вас не было бы просто, что ваш подложка сделала странные вещи?"
5232.297,2,,"Или мы просто имеем дело с компьютером в квантовых волновых функциях, которые просто выходят за рамки беспокойства о том, что такое субструктура?"
5245.799,2,,"Ну, так что в этих крайних ситуациях единственными физическими объектами являются гравитация."
5261.84,2,,"Хорошо, хорошо."
5269.108,2,,Я с тобой.
5272.793,2,,Это на самом деле отвечает на мой вопрос.
5283.311,2,,"Да, я имею в виду, я мог бы обратиться к своим вопросам вероятности, но почему бы мне не позволить Питеру вернуться, чтобы сначала закончить свои вопросы, а затем посмотрим, есть ли у нас время."
5288.779,2,,"Это точно, я имею в виду, у меня были эти горящие вопросы, которые я хотел задать Дэвиду навсегда, с тех пор, как я читал его книгу."
5294.588,2,,"Хорошо, хорошо, в порядке, если мы продолжим идти, Дэвид?"
5299.817,2,,Ага.
5308.391,2,,ХОРОШО.
5316.567,2,,Три мира.
5323.98,2,,"Итак, одна из вещей, которые мне нравится в вашей философии, это то, что вы берете"
5330.551,2,,"Реальность абстракций очень, очень серьезно."
5341.553,2,,"Это был настоящий момент ага для меня, когда я начал думать о"
5347.798,2,,"Что -то вроде, вы знаете, человеческие идеи больше похожи на то, что практически похоже на что -то, управляемое законами физики или что -то в этом роде."
5353.612,2,,Я не совсем думаю о праве.
5363.749,2,,Язык здесь.
5374.395,2,,"Но эти абстракции включают наши идеи и объяснения, которые обладают значительной причинной силой во вселенной."
5375.496,2,,"Человеческие знания почти как сила природы, которая может однажды доминировать во вселенной, например, в точке Омега Типлера."
5382.321,2,,Мне любопытно ваше мнение о трех мировых рамках Карла Поппера.
5392.128,2,,"Для наших слушателей, очевидно, вы знаете это, но Карл Поппер делит миры, разделяет реальность на три мира."
5399.186,2,,"Физическая реальность камней, деревьев, звезд, World One."
5406.498,2,,"Мир, в который был бы субъективным сознательным опытом или тем, что мы чувствуем в частном порядке, и мир три, который является миром объективных знаний или чем -либо, что может быть."
5411.684,2,,"передается мем, включая науку, искусство, язык и т. Д."
5426.744,2,,"По правде говоря, это имеет чертовски большой смысл для меня, но в разных местах я слышал, что это не является частью мировоззрения Паупера."
5442.365,2,,"То, на что вы подписываетесь, и я не был точно уверен, почему в чем разница между тем, как вы видите реальность абстракций и попперс тремя мирами."
5456.608,2,,Хорошо.
5461.352,2,,"Я не могу говорить за папу, поэтому я не могу сказать, что он так думает, и я так думаю и так."
5464.855,2,,"Я бы просто сказал бы, что я думаю, что я думаю, и тогда вы можете решить, одно и то же или другое или противоречит или что -то в этом роде."
5473.91,2,,"Я думаю, что Папа в основном думает, что в мире два и три мира созданы людьми, и этот мир один из них создает людей, а затем люди делают идеи."
5478.417,2,,"Теперь я думаю, что есть разница между идеями, которые где -то создаются."
5484.608,1,,"и идеи в абстрактном, поэтому идеи, которые действительно абстрактны."
5488.555,1,,"Я думаю, что все целые числа существуют, хотя почти никто из них никогда не будет создаваться."
5496.833,1,,"Ну, если только вы знаете, после точки Омега или в сторону омега -точки или что -то в этом роде, они в конечном итоге будут."
5503.043,2,,Он выдающийся космолог.
5504.005,3,,Ага.
5505.888,3,,Ага.
5507.611,3,,Но в любой конечной точке почти ни один из них не был создан.
5511.104,3,,Спасибо.
5512.828,3,,"Потому что есть только конечное количество экземпляров и бесконечное число, которое не было."
5515.172,3,,"Но я думаю, что имеет смысл говорить о свойствах тех, которые не были созданы."
5517.617,3,,и что это приводит нас к реальности
5523.021,3,,"Контрфактуальные вещи, которые были бы правдой, если бы законы физики были разными."
5527.007,2,,Ага.
5528.188,2,,"Я думаю, что имеет смысл говорить об этих вещах, и на самом деле я думаю, что не имеет смысла не говорить о них."
5530.09,2,,"Я думаю, если мы не сможем разумно говорить о вещах, которые не могут случиться, о том, чего не происходит,"
5538.556,2,,"Тогда мы также не можем разумно говорить о вещах, которые случаются."
5541.257,2,,"В противном случае вы знаете, где мы снова, где мы теряем."
5541.918,3,,"Мы теряем это, если вы говорите вещи, если вы говорите, что бессмысленно говорить о вещах, которые этого не произошли, не имеет смысла говорить, что Эйнштейн."
5545.759,2,,"И теперь я думаю, что вы знаете, чем ближе мы приближаемся сейчас и на Западе, и так далее, это не наши гены, как"
5546.36,2,,Ага.
5547.22,2,,Ага.
5547.64,2,,"Создал теорию относительности, потому что это всегда должно было случиться, и ничего, что не имело относительности в ней, не реально."
5550.822,2,,"Но я думаю, что это неправильно."
5553.323,2,,"Я думаю, что это саботирует все объяснения, в конечном счете."
5554.965,2,,"На самом деле, все объяснения где -то в нем есть контрфактуальные."
5558.688,2,,"А также папа, я думаю, тоже немного"
5567.182,2,,"Теперь я ставлю слова в его рот, и я думаю, что он слишком антропоцентричен."
5571.55,3,,Я думаю это
5577.501,3,,"Итак, снова, я думаю, что Типлер нашел, и я забыл, что это сейчас, но я думаю, что Типлер нашел очень большой недостаток в этой теории."
5580.427,3,,"Например, научные идеи могут быть объективными, даже если нет научного сообщества, даже до того, как кто -либо передал эту идею кому -либо еще, и даже если они умрут, прежде чем они когда -либо упомянут ее кому -то другому,"
5585.335,3,,"Я думаю, что эта идея была реальной и имела, в случае, когда она была в чьем -то уме, она имела реальный физический эффект, потому что мозг - это физический объект, а идеи в нем оказывают влияние на него."
5586.877,2,,"И вы знаете, что у кого -то может быть замечательная новая теория темной энергии, и он может быть взволнован и освободить адреналин, и что адреналин вызывает сердечный приступ"
5593.627,2,,"Итак, снова, я думаю, что Типлер нашел, и я забыл, что это сейчас, но я думаю, что Типлер нашел очень большой недостаток в этой теории."
5594.148,3,,Ага.
5594.588,3,,"И человек умирает, и никто другой никогда не слышит об этой теории."
5597.51,3,,Ага.
5598.231,3,,"На самом деле, может быть, что никто никогда не слышит об этом, потому что"
5604.916,3,,"Курс, который наука пройдет после этого, не пройдет через его теорию, он будет обойти ее и перейдет к следующей теории."
5614.451,3,,"Так что его теория никогда не будет известна никому, кроме него."
5628.314,3,,"И я думаю, что имеет смысл сказать, что он был ему известен и что это был научный прогресс."
5633.001,2,,"Это было подлинное знание, он искренне создал его."
5649.038,2,,"Да, так что, если Эйнштейн отправляется в публикацию своей статьи, и он умирает по дороге, и все теряется."
5652.919,2,,"Это теория относительности - все еще знание, хотя она никогда не сбежала за пределы его мозга, скажем, или."
5658.044,2,,Да.
5664.35,2,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
5666.115,2,,Хорошо.
5672.071,2,,Хорошо.
5679.196,2,,"Мир, в который был бы субъективным сознательным опытом или тем, что мы чувствуем в частном порядке, и мир три, который является миром объективных знаний или чем -либо, что может быть."
5683.319,2,,"Ну, это это разъясняет вещи."
5695.677,2,,Спасибо.
5703.603,2,,Ударил все базы здесь.
5711.57,2,,Сознание.
5723.291,1,,"Так что, насколько я понимаю, сознание в конечном итоге будет описано алгоритмом."
5738.715,1,,Спасибо.
5739.736,1,,"Итак, в этой форме двойного- могу ли я просто сказать- я уже сказал что-то не так?"
5743.38,1,,Хорошо.
5747.525,1,,"Ну, опять же, это моя вина."
5751.289,1,,"Хорошо, мне нужно лучше сказать, что программа, алгоритм программной программы компьютерной программы имеет особое значение."
5759.7,1,,Для компьютерных ученых и математиков.
5761.322,1,,"О, достаточно справедливо."
5763.385,1,,"Программа, которая завершается ответом."
5771.484,1,,Справедливо.
5778.658,1,,Хорошо.
5787.285,1,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
5788.166,1,,Хорошо.
5789.847,1,,Он выдающийся космолог.
5790.688,1,,Ага.
5792.461,2,,"Это действительно сильно отличается от того, что делают мозги."
5797.699,2,,Мыслительный процесс не прекращается
5809.682,2,,Это открытый процесс.
5817.859,2,,"Это может создавать предков по мере его продвижения, но это не может."
5826.594,2,,"Опять же, вы знаете, Эйнштейн мог бы провести последние несколько недель своей жизни, не производя какого -либо результата"
5832.21,2,,"Но он все еще думал, это все еще сознательно и так далее."
5838.084,2,,"Так что сознание - это программа бега, не обязательно алгоритм."
5842.312,2,,"Хорошо, хорошо."
5845.156,2,,"Таким образом, в этой форме дуализма наши умы - это больше похоже на программное обеспечение, работающее на аппаратном обеспечении."
5847.981,2,,Так это справедливо?
5856.423,2,,"Это как будто мы программная программа, которая находится в нашем мозге."
5865.428,2,,"Хорошо, хорошо."
5870.561,2,,Хорошо.
5873.486,2,,"Да, я сказал эту форму уникальной формы."
5883.222,1,,Хорошо.
5886.166,3,,"Так что, как только мы поймем этот алгоритм Agi или искусственные люди"
5892.555,3,,"Ну, даже если это всего лишь один из ста, это все еще ошеломляет."
5893.737,3,,"Я предполагаю, что относительно легко создать «Да»."
5895.72,3,,"Кто бы вы ни говорили, что это материализм Даниэля Деннетта, панпсихизм Филиппа Гоффа, теория ассамблеи Ли Кронина, или просто точка зрения, вероятно, придерживалось подавляющего большинства людей, которые когда -либо существовали."
5900.737,3,,"И это то, что у людей есть души, которые просто не могут быть поняты аналитически."
5907.369,3,,"Ваши идеи имеют для меня наибольшее значение, но мне просто любопытно, как вы узнаете, ошибочно, со всеми критическими оговорками рационалистов, что вы правы, а все эти другие великие мыслители - нет?"
5912.698,3,,"Ну, они не все делают ту же ошибку."
5927.701,3,,"Хорошо, я думаю, что я бы критиковал все эти вещи."
5936.756,3,,"Я имею в виду, что некоторые из них обращаются к сверхъестественному, о котором я имею общую критику."
5940.342,3,,Ага.
5941.765,3,,Некоторые из них.
5947.516,3,,Просто изливается только физическое объяснение.
5950.822,3,,Я думаю это
5961.144,3,,"Умы управляют компьютерными программами, которые имеют определенный тип, и мы не знаем, как охарактеризовать этот тип, если бы мы могли охарактеризовать его, мы могли бы запрограммировать его."
5967.893,3,,"Но существует объективная разница между программами, которые являются и не являются осознанными."
5976.767,3,,"И эта разница качественной в том смысле, что мы обсуждали ранее, что, вы знаете, что могли бы."
5981.124,3,,"Вы можете ухудшить оборудование, на котором работает программа, пока она больше не сможет выполнять свою характерную функцию, которая делает его разумом."
5985.269,3,,"Но это не меняет того факта, что существует объективная разница между умами и нечетными, точно так же, как существует объективная разница между универсальными компьютерами и не универсальными компьютерами."
5988.293,3,,Спасибо.
5995.663,3,,Так что я не очень большой поклонник панпсихизма.
6003.153,3,,"На самом деле, я как бы чувствую, что каждый раз, когда он появляется."
6005.096,3,,"Но, конечно, кажется, что сейчас это действительно популярно."
6011.874,3,,"Проблема, которую я чувствовал, как я видел с панпсихизмом, заключается в том, что это, очевидно, панпсихизм может означать много разных вещей."
6022.717,2,,"Итак, позвольте мне быть более конкретным."
6024.781,2,,Я говорю
6028.769,2,,"Дэвид Чалмерс, которого могут или не могут считаться панпсихистом, но он, безусловно, поднял это как возможность, или Филипп Гоф."
6034.309,2,,"Кто -то, кто пытается представлять его как научную теорию, а не как сверхъестественную теорию."
6045.145,2,,"Но все еще кажется, что панпсихизм сталкивается с этой проблемой, когда в конечном итоге есть какой -то атом, который нельзя объяснить, который называется сознанием."
6057.242,2,,Ага.
6060.987,2,,"О, вы согласны со мной по этому поводу?"
6072.563,2,,Да.
6077.689,2,,Хорошо.
6087.563,2,,"Так что, по сути, они говорят, что есть граница, которую мы не можем объяснить прошлым."
6097.585,2,,"Да, и я сочувствую мотивации, которая, я думаю, может быть за некоторыми формами панпсихизма, а именно"
6101.809,2,,"Большинство людей отражены идеей, что сознания не существует."
6106.113,2,,"Или что свободной воли не существует, или этой мысли не существует, что все, что происходит, - это всего лишь некоторые атомы."
6116.577,2,,И они хотят сказать
6130.737,2,,"Нет, я отличаюсь от этого."
6142,2,,"Череп, который не содержит мозга, вы знаете, череп Йорика."
6144.204,2,,Я отличается от этого.
6150.555,2,,И
6162.912,2,,"Тогда анти-свободная воля человек говорит им, да, но в вашем черепе нет ничего, что не атомы."
6170.222,2,,"Точно так же, как вы знаете, череп изготовлен из атомов, мозг сделан из атомов, там нет ничего, кроме атомов, и все они подчиняются тем же законам."
6180.871,2,,"Итак, люди, которые чувствуют себя уязвимыми для этого."
6194.12,2,,аргумент
6199.136,2,,"Некоторые из них, я думаю, находят выход, говоря: да, атомы тоже сознательны, намного меньше, чем я."
6214.325,2,,"Справа, справа."
6218.828,2,,"У меня есть такое же восприятие, что и то, что они пытаются сделать, верно?"
6222.47,2,,Ага.
6231.494,2,,"Ну, у меня есть еще один."
6238.306,2,,"Итак, дети, другой способ, которым у вас есть"
6244.15,2,,"Я бы сказал, что повлиял на меня, моя жизнь - мои отношения с моими сыновьями."
6257.658,2,,"Скажем так, мои отношения с моим сыном улучшились, я думаю, так как я ..."
6261.838,2,,"Посмотрите на свои философские идеи относительно не принудительного подхода к воспитанию детей, который я скажу, что я реализую ошибочно, но это повлияло на меня."
6273.857,2,,"Я скажу, что я не совсем правдивый сторонник серьезного восприятия детей, насколько я очень сочувствую этому."
6286.036,2,,"Может быть, мне просто нужно увидеть больше детей."
6290.243,2,,поднялся таким образом.
6299.684,3,,У меня просто нет опыта увидеть это.
6314.381,3,,Гораздо более основная структура
6324.551,3,,"Для размышлений о воспитании, которое я вижу, я все время вижу психолог Диана Бомб Кольца для стилей воспитания."
6330.482,3,,"Может быть, вы слышали об этом, где у вас есть авторитетный, авторитарный, разрешающий или пренебрежительный."
